"recipe.id","spec.recipe.id","registry.tag","geometry.id","sampling.id","truth.id","response.id","compatibility.recipe","metadata","specification.sha256","status","version"
"ssrhe.flat.d3.v1","ssrhe.flat.d3.v1","ssrhe.flat.d3.v1","geometry.quadform.eda3a6393c57cc6e","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.flat.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""flat""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]}}}","cd3dc425f06ff40dc96223e5f43c6fe351790b487bb746d38d29703669d41ebf","active",1
"ssrhe.flat.d4.v1","ssrhe.flat.d4.v1","ssrhe.flat.d4.v1","geometry.quadform.6a18d873d39667fc","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.flat.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""flat""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]}}}","92da7e76e153f49af27d81dbfee05fd8d4bd4b85169697448e8b5f357285307f","active",1
"ssrhe.quadform.d2.k1.c035.v1","ssrhe.quadform.d2.k1.c035.v1","ssrhe.quadform.d2.k1.c035.v1","geometry.quadform.04b3c1f18fd8e830","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998,0.34999999999999998]}}}","b7823b24f211941ff8903ae2daa3d6cb748e9e1416137518bf98f0c256f15fda","active",1
"ssrhe.quadform.d2.k1.c085.v1","ssrhe.quadform.d2.k1.c085.v1","ssrhe.quadform.d2.k1.c085.v1","geometry.quadform.ad55f02afa8a84f6","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998,0.84999999999999998]}}}","df0e9ef7e27928a856500de4ee7b00c3d7c3a1dd7aace33ef6216cdb744361e8","active",1
"ssrhe.quadform.d2.k1.c125.v1","ssrhe.quadform.d2.k1.c125.v1","ssrhe.quadform.d2.k1.c125.v1","geometry.quadform.df754225c96f2c3e","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.25]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.25,1.25]}}}","1d282d91e15feeb3becbd5046b3701dbd8ec429e4be9a566c0a3ddf747d11860","active",1
"ssrhe.quadform.d2.k1.c150.v1","ssrhe.quadform.d2.k1.c150.v1","ssrhe.quadform.d2.k1.c150.v1","geometry.quadform.74f811a61d344037","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.5]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.5,1.5]}}}","db317f3aeb42d47f078b6e561e54e54fc3593ccec7de95bb3be1415e781e59c4","active",1
"ssrhe.quadform.d2.k1.c200.v1","ssrhe.quadform.d2.k1.c200.v1","ssrhe.quadform.d2.k1.c200.v1","geometry.quadform.5588d7c7b2ccea6c","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[2]},""coefficients"":{""type"":""double"",""names"":null,""values"":[2,2]}}}","f16677428e9948fe0af04b11776226501af3a5e93ff34eedd11a60300e2e9a6f","active",1
"ssrhe.quadform.d2.k2.c035.v1","ssrhe.quadform.d2.k2.c035.v1","ssrhe.quadform.d2.k2.c035.v1","geometry.quadform.e3946e339b936b85","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998,0.34999999999999998]}}}","688aaa24177d7a88e20678d12d5fbaa5cf215e7a2156a2b4332cc1afcc1c533a","active",1
"ssrhe.quadform.d2.k2.c085.v1","ssrhe.quadform.d2.k2.c085.v1","ssrhe.quadform.d2.k2.c085.v1","geometry.quadform.f962d4dc44c7e434","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998,0.84999999999999998]}}}","0506e0027baf6efcfee4c9afdf806124088383a322ddfccfcf3c423c757f4337","active",1
"ssrhe.quadform.d2.k2.c125.v1","ssrhe.quadform.d2.k2.c125.v1","ssrhe.quadform.d2.k2.c125.v1","geometry.quadform.872bd1122fd3cdbf","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.25]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.25,1.25]}}}","f752c8d74913c8b5d1d97143ca385df0bb2a8a8c64a791b57e96dd4452b64161","active",1
"ssrhe.quadform.d2.k2.c150.v1","ssrhe.quadform.d2.k2.c150.v1","ssrhe.quadform.d2.k2.c150.v1","geometry.quadform.cf759fead8113547","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.5]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.5,1.5]}}}","c3a4dd562e9ebcab94f72b1241885d91461c271ad2ccdc2dceab3bec425f862b","active",1
"ssrhe.quadform.d2.k2.c200.v1","ssrhe.quadform.d2.k2.c200.v1","ssrhe.quadform.d2.k2.c200.v1","geometry.quadform.fc884fcae42ee5a3","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[2]},""coefficients"":{""type"":""double"",""names"":null,""values"":[2,2]}}}","267b0549402d7d5a5c30e5185734015dd995a59c44d837fd400537a94dfee933","active",1
"ssrhe.quadform.d3.k1.c035.v1","ssrhe.quadform.d3.k1.c035.v1","ssrhe.quadform.d3.k1.c035.v1","geometry.quadform.e21151b915d4713f","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998,0.34999999999999998,0.52499999999999991]}}}","d513f0a9bcaa3a6a7909e0d8c33966dec7c2e68fccc066e254044aec744e35a8","active",1
"ssrhe.quadform.d3.k1.c085.v1","ssrhe.quadform.d3.k1.c085.v1","ssrhe.quadform.d3.k1.c085.v1","geometry.quadform.3337c547c2dbd2ac","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998,0.84999999999999998,1.2749999999999999]}}}","a3097b6e97708f4ccffed5391f55d02cb9170a580a98659466219ab3a8df65ec","active",1
"ssrhe.quadform.d3.k1.c125.v1","ssrhe.quadform.d3.k1.c125.v1","ssrhe.quadform.d3.k1.c125.v1","geometry.quadform.78c07f9505085adb","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.25]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.25,1.25,1.875]}}}","48c21a4f57bad9ad0ebee492bae5eadfdf5595546923640bcc618d337ef55eb9","active",1
"ssrhe.quadform.d3.k1.c150.v1","ssrhe.quadform.d3.k1.c150.v1","ssrhe.quadform.d3.k1.c150.v1","geometry.quadform.743e3754a0ef6e5a","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.5]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.5,1.5,2.25]}}}","9c4c00a103154315a869d079feeaa55a977e86c9ef5361e6af79add10f952907","active",1
"ssrhe.quadform.d3.k1.c200.v1","ssrhe.quadform.d3.k1.c200.v1","ssrhe.quadform.d3.k1.c200.v1","geometry.quadform.4f0871a7687469f3","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[1]},""curvature"":{""type"":""double"",""names"":null,""values"":[2]},""coefficients"":{""type"":""double"",""names"":null,""values"":[2,2,3]}}}","7b895111907e2284dcd8a7abb4608dc56f6eb73648676ef2bcb35b4db2a869f6","active",1
"ssrhe.quadform.d3.k2.c035.v1","ssrhe.quadform.d3.k2.c035.v1","ssrhe.quadform.d3.k2.c035.v1","geometry.quadform.fad1f539db20df1b","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998,0.34999999999999998,0.52499999999999991]}}}","13a4239c7303c54593f17ec129da8264c4b82207b043ad9522608212a4306429","active",1
"ssrhe.quadform.d3.k2.c085.v1","ssrhe.quadform.d3.k2.c085.v1","ssrhe.quadform.d3.k2.c085.v1","geometry.quadform.991f5212afa33307","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998,0.84999999999999998,1.2749999999999999]}}}","f41a81ee979412190a4b6b5958b860a160f70a93a3140db42b361b18f8500ac3","active",1
"ssrhe.quadform.d3.k2.c125.v1","ssrhe.quadform.d3.k2.c125.v1","ssrhe.quadform.d3.k2.c125.v1","geometry.quadform.eaa0d98d8da46251","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.25]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.25,1.25,1.875]}}}","2e6e75c9ff02fb2db7313e589c1aaea09a435af48f4761082d63b261a21f96ad","active",1
"ssrhe.quadform.d3.k2.c150.v1","ssrhe.quadform.d3.k2.c150.v1","ssrhe.quadform.d3.k2.c150.v1","geometry.quadform.490b07f98558a962","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.5]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.5,1.5,2.25]}}}","81c6db8d43e645f1fadf8c050c3198f049dbdb8fc416e943b51e82d9edca06b2","active",1
"ssrhe.quadform.d3.k2.c200.v1","ssrhe.quadform.d3.k2.c200.v1","ssrhe.quadform.d3.k2.c200.v1","geometry.quadform.677a79f9bce774be","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[2]},""curvature"":{""type"":""double"",""names"":null,""values"":[2]},""coefficients"":{""type"":""double"",""names"":null,""values"":[2,2,3]}}}","0342357dd28af170cfbe73175c35a66a4c44d061ed7dfc9c58807f2509669ff1","active",1
"ssrhe.quadform.d3.k3.c035.v1","ssrhe.quadform.d3.k3.c035.v1","ssrhe.quadform.d3.k3.c035.v1","geometry.quadform.5c18add41d4b2467","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[3]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998,0.34999999999999998,0.52499999999999991]}}}","afc5b363cb2bdc3493dd495a225c4e3fe33265ac5a0aad2a7b274c310c1c3bff","active",1
"ssrhe.quadform.d3.k3.c085.v1","ssrhe.quadform.d3.k3.c085.v1","ssrhe.quadform.d3.k3.c085.v1","geometry.quadform.5305a81cc49d3633","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[3]},""curvature"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998]},""coefficients"":{""type"":""double"",""names"":null,""values"":[0.84999999999999998,0.84999999999999998,1.2749999999999999]}}}","d9d15fb5efca486664211ebc9d293d8e59335bbd375e4e0d861f9175ec0efdba","active",1
"ssrhe.quadform.d3.k3.c125.v1","ssrhe.quadform.d3.k3.c125.v1","ssrhe.quadform.d3.k3.c125.v1","geometry.quadform.4bef4d6e63e95844","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[3]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.25]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.25,1.25,1.875]}}}","72f3cad99d79fbf17f70b6d04c0dd33956d52abb4fbcceec2096c089269229f3","active",1
"ssrhe.quadform.d3.k3.c150.v1","ssrhe.quadform.d3.k3.c150.v1","ssrhe.quadform.d3.k3.c150.v1","geometry.quadform.b8b5556c70b9b4af","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.quadform.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim"",""index.k"",""curvature"",""coefficients""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""quadform""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""index.k"":{""type"":""integer"",""names"":null,""values"":[3]},""curvature"":{""type"":""double"",""names"":null,""values"":[1.5]},""coefficients"":{""type"":""double"",""names"":null,""values"":[1.5,1.5,2.25]}}}","68b7988b8b2d310133c0d98085df5e3ba17fe38d5733e850186cdc5cbf9b2176","active",1
